TmStamp,example/f8:11,example/f8:12,sunny/grid power,sunspectest/grid power
2022-12-01 16:36:00-06:00,53.7808049695977,45.925903779148335,,68.89473684210526
2022-12-01 16:37:00-06:00,51.87021805327633,50.48512804011206,,65.125
2022-12-01 16:38:00-06:00,55.68725825817778,42.961785480483236,,61.294117647058826
2022-12-01 16:39:00-06:00,54.39978520129069,44.283685053895546,,59.214285714285715
2022-12-01 16:40:00-06:00,54.29855358437458,47.129356961133595,,58.88235294117647
2022-12-01 16:41:00-06:00,53.838677676968004,44.438235656162284,,59.642857142857146
2022-12-01 16:42:00-06:00,53.93662891710816,46.71029276792651,,58.0
2022-12-01 16:43:00-06:00,54.01261180344239,46.70082303358277,,55.13333333333333
2022-12-01 16:44:00-06:00,53.76632125063641,45.34503646318526,,55.833333333333336
2022-12-01 16:45:00-06:00,53.877392870045945,46.93340066997181,,54.72727272727273
2022-12-01 16:46:00-06:00,54.33125555682033,43.877366730032506,,53.44444444444444
2022-12-01 16:47:00-06:00,54.011243339554426,49.640214495857414,,52.94736842105263
2022-12-01 16:48:00-06:00,53.94250417255196,43.4346751811179,,53.5
2022-12-01 16:49:00-06:00,54.05236486366574,45.80931170378962,,52.75
2022-12-01 16:50:00-06:00,54.05696500820572,45.95571098894779,,53.1
2022-12-01 16:51:00-06:00,53.95824961824611,46.12349634901848,,52.1764705882353
2022-12-01 16:52:00-06:00,53.9507065500935,45.239600803562745,,50.0
2022-12-01 16:53:00-06:00,53.98637550851428,46.70138453426094,,50.06666666666667
2022-12-01 16:54:00-06:00,54.12911464058547,45.990186304625745,,47.733333333333334
2022-12-01 16:55:00-06:00,53.85745378382524,45.9393161217027,,45.25
2022-12-01 16:56:00-06:00,54.39744909313977,46.06312609911289,,
2022-12-01 16:57:00-06:00,53.669846211153505,45.97142187088208,,
2022-12-01 16:58:00-06:00,53.95110614582305,46.08311663155484,,
2022-12-01 16:59:00-06:00,54.01484222169233,45.93947289385222,,
2022-12-01 17:00:00-06:00,53.97782274503562,46.075750592807,,
2022-12-01 17:01:00-06:00,54.09788651498869,45.943349979327074,,
2022-12-01 17:02:00-06:00,53.904009258153,46.352229764345125,,
2022-12-01 17:03:00-06:00,54.85048440049688,46.39749944378383,,
2022-12-01 17:04:00-06:00,53.242749313150924,44.68621359893809,,
2022-12-01 17:05:00-06:00,57.73604329252262,41.25626063470417,,
2022-12-01 17:06:00-06:00,49.59495456508035,50.499150547210064,,
2022-12-01 17:07:00-06:00,53.8575665427397,46.14470290422981,,
2022-12-01 17:08:00-06:00,54.05783438532672,46.39631629847083,,
2022-12-01 17:09:00-06:00,54.03508089819397,49.718424743730644,,
